email_id,subject,true_label,predicted_label,reasoning,error,raw_response
401,tw transport,0,PHISHING,The email contains suspicious language and requests sensitive information (increasing MDQ) without proper context or sender identification.,,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains suspicious language and requests sensitive information (increasing MDQ) without proper context or sender identification.""}"
402,FW: ENA Upstream deals,0,LEGITIMATE,The email appears to be a legitimate internal business communication regarding energy deals.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate internal business communication regarding energy deals.""}"
403,Hiring ,1,PHISHING,"The email contains common phishing hallmarks such as generic greetings, vague job offers, unrealistic promises (paying off taxes), and a request for personal information via an unprofessional email address.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains common phishing hallmarks such as generic greetings, vague job offers, unrealistic promises (paying off taxes), and a request for personal information via an unprofessional email address.""}"
404,lnvoice of Malwar-Bytes Essential #ATS07-6052549,1,PHISHING,"The email contains misspellings and grammatical errors, unusual formatting, and a generic greeting. The price is significantly lower than expected for Malwarebytes, and the phone number is suspicious.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains misspellings and grammatical errors, unusual formatting, and a generic greeting. The price is significantly lower than expected for Malwarebytes, and the phone number is suspicious.""}"
405,Re: [Baseline] Raising chickens the high-tech way,0,LEGITIMATE,"The email appears to be a legitimate discussion on genetic engineering and livestock, originating from a known email address and website.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate discussion on genetic engineering and livestock, originating from a known email address and website.""}"
406,Increasing current output to motors on HandyBoard,0,LEGITIMATE,The email discusses technical questions about motor control and compatibility with a specific hardware platform (HandyBoard). This suggests a genuine inquiry from a user seeking help.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses technical questions about motor control and compatibility with a specific hardware platform (HandyBoard). This suggests a genuine inquiry from a user seeking help.""}"
407,Re: [ILUG] Strange ssh problem,0,LEGITIMATE,The email appears to be a genuine technical discussion within a Linux user group.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a genuine technical discussion within a Linux user group.""}"
408,BUSINESS  PROPUSAL,1,PHISHING,"The email contains classic phishing hallmarks: unsolicited business proposition, requests for personal information, urgency, promise of large sums of money, and suspicious email address.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains classic phishing hallmarks: unsolicited business proposition, requests for personal information, urgency, promise of large sums of money, and suspicious email address.""
}
```"
409,nan,1,LEGITIMATE,"The email appears to be a legitimate message from a mailing list, with headers indicating forwarding and discussion threads.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate message from a mailing list, with headers indicating forwarding and discussion threads.""}"
410,We collected best products for your health from all over the world.,1,PHISHING,Suspicious link and irrelevant subject line to body,,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious link and irrelevant subject line to body""}"
411,online access locked ,1,PHISHING,"The email contains several red flags, including urgent language, threats of account closure, requests for personal information, and suspicious links.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains several red flags, including urgent language, threats of account closure, requests for personal information, and suspicious links.""
}
```"
412,year - to - date deal report,0,PHISHING,Suspicious subject line and unprofessional formatting.,,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious subject line and unprofessional formatting.""}"
413,Visit us  and calculate the money you save .,1,PHISHING,"The email uses vague language, promotes an unrealistic offer (instant software downloads), and lacks specific details about the sender or software.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses vague language, promotes an unrealistic offer (instant software downloads), and lacks specific details about the sender or software.""}"
414,Doctors help men with low libidos,1,PHISHING,The subject line uses a common tactic to prey on insecurities and the URL is suspicious.,,"{""classification"": ""PHISHING"", ""reasoning"": ""The subject line uses a common tactic to prey on insecurities and the URL is suspicious.""}"
415,50 ways to meet your lover_markizamkd25,1,PHISHING,"Suspicious subject line and URL, generic dating profile information, and unusual formatting suggest a phishing attempt.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious subject line and URL, generic dating profile information, and unusual formatting suggest a phishing attempt.""}"
416,First Glance: Webcast on Forrester's Insight into Managing App Dev Quality,0,LEGITIMATE,The email appears to be a legitimate marketing email from a reputable technology publication (SearchSoftwareQuality.com) promoting a webcast hosted by Forrester Research.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate marketing email from a reputable technology publication (SearchSoftwareQuality.com) promoting a webcast hosted by Forrester Research.""}"
417,Free Bic Duo From Business Supply,0,LEGITIMATE,"The email appears to be a legitimate promotional email from a business, advertising products and including contact information.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate promotional email from a business, advertising products and including contact information.""}"
418,GOOD DAY SIR,1,PHISHING,"This email is a classic example of a Nigerian Prince scam. It uses common phishing tactics like offering a large sum of money, claiming a deceased person left behind funds, and requesting personal information.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""This email is a classic example of a Nigerian Prince scam. It uses common phishing tactics like offering a large sum of money, claiming a deceased person left behind funds, and requesting personal information.""
}
```"
419,[R]  matching problem,0,LEGITIMATE,The email is a genuine request for help with R programming from a user on the R help mailing list.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email is a genuine request for help with R programming from a user on the R help mailing list.""
}
```"
420,"GOOD EMAIL,READ!",1,PHISHING,"Classic lottery scam with generic greetings, unrealistic winnings, and requests for personal information.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""Classic lottery scam with generic greetings, unrealistic winnings, and requests for personal information.""
}
```"
421,Wanted Growth Enhancement testimonials,1,PHISHING,"Suspicious link and vague, generic subject line.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious link and vague, generic subject line.""}"
422,Regards,1,PHISHING,"The email uses scare tactics, promotes a fake urgency, and offers products (ED & Medical supplies) that are often associated with phishing scams.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""The email uses scare tactics, promotes a fake urgency, and offers products (ED & Medical supplies) that are often associated with phishing scams.""
}
```"
423,SoftTabsHealthInternationalPharmacy,1,PHISHING,Suspicious URL and generic subject line are common phishing indicators.,,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious URL and generic subject line are common phishing indicators.""}"
424,Google Alert - bush,0,LEGITIMATE,"The email appears to be a legitimate Google News Alert, providing links to news articles about George W. Bush.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate Google News Alert, providing links to news articles about George W. Bush.""}"
425,Account Verification,1,PHISHING,"The email uses scare tactics, creates a sense of urgency, and includes a suspicious link. It also contains grammatical errors and repetitive content, which are common characteristics of phishing emails.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses scare tactics, creates a sense of urgency, and includes a suspicious link. It also contains grammatical errors and repetitive content, which are common characteristics of phishing emails.""}"
426,[Razor-users] Re: Content-Type: message/rfc822  supported ?,0,LEGITIMATE,This appears to be a legitimate discussion on a mailing list about email filtering software.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""This appears to be a legitimate discussion on a mailing list about email filtering software.""}"
427,RE: [ILUG] SUSE 8 disks? (thread changed slightly),0,LEGITIMATE,This appears to be a genuine discussion thread within a Linux user group.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""This appears to be a genuine discussion thread within a Linux user group.""}"
428,[ILUG] Optimising for PentiumMMX?,0,LEGITIMATE,"The email discusses technical details about optimizing a Linux system for a PentiumMMX processor, which is a legitimate technical topic.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses technical details about optimizing a Linux system for a PentiumMMX processor, which is a legitimate technical topic.""}"
429,CONTACT ASAP!!!,1,PHISHING,"The email contains classic phishing hallmarks: urgent language, unsolicited prize notification, requests for personal information, and suspicious contact details.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains classic phishing hallmarks: urgent language, unsolicited prize notification, requests for personal information, and suspicious contact details.""}"
430,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,The email uses scare tactics about a virus and includes suspicious file names and paths.,,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses scare tactics about a virus and includes suspicious file names and paths.""}"
431,MANY THANKS,1,PHISHING,"The email uses emotional manipulation, a false story, and a request for personal financial information, all hallmarks of a phishing scam.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses emotional manipulation, a false story, and a request for personal financial information, all hallmarks of a phishing scam.""}"
432,Re: [Python-3000] PEP 3108 - String representation in Python 3000,0,LEGITIMATE,The email discusses a Python development proposal and appears to be a legitimate discussion within the Python community.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email discusses a Python development proposal and appears to be a legitimate discussion within the Python community.""
}
```"
433,"Alert: Your jose@monkey.org Storage Qouta Has been Exceeded
 Re-validate Your Id ( jose) Now!",1,PHISHING,"The email uses scare tactics, poor grammar, and a generic greeting to try and trick the recipient into clicking a malicious link.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses scare tactics, poor grammar, and a generic greeting to try and trick the recipient into clicking a malicious link.""}"
434,Ohne Rezept - kein Potenmiitl!,1,LEGITIMATE,"The text appears to be an excerpt from a historical document, likely a memoir, discussing naval policy and diplomacy.",,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The text appears to be an excerpt from a historical document, likely a memoir, discussing naval policy and diplomacy.""
}
```"
435,"RE : [ORDER PROBLEMS] : Suspected fraudelent transaction for App
 Magic Piano (Purchase ID: IOS - 954712APSSTR1.)",1,PHISHING,"The email contains numerous spelling errors, suspicious formatting, and a request to open a potentially malicious PDF file.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains numerous spelling errors, suspicious formatting, and a request to open a potentially malicious PDF file.""}"
436,Re: bad focus/click behaviours,0,LEGITIMATE,This appears to be a genuine technical support discussion on the Exmh-users mailing list.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""This appears to be a genuine technical support discussion on the Exmh-users mailing list.""}"
437,Standard Bank Account eStatement 2020-03-11,1,LEGITIMATE,"The email appears to be a legitimate statement from Standard Bank, including contact information and disclaimers.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate statement from Standard Bank, including contact information and disclaimers.""}"
438,are you infected with spyware ?,1,PHISHING,"The email uses scare tactics and a generic, urgent tone to try and trick recipients into clicking a malicious link.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses scare tactics and a generic, urgent tone to try and trick recipients into clicking a malicious link.""}"
439,MORTGAGE INFORMATION FOR YOU!........,1,PHISHING,"The email uses scare tactics, promises unrealistic rewards, and contains suspicious formatting in the URL.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses scare tactics, promises unrealistic rewards, and contains suspicious formatting in the URL.""}"
440,Update and activate your email services ,1,PHISHING,"The email uses scare tactics, grammatical errors, and a generic greeting to pressure the recipient into clicking a suspicious link.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses scare tactics, grammatical errors, and a generic greeting to pressure the recipient into clicking a suspicious link.""}"
441,Re: Canadians,0,LEGITIMATE,The email appears to be a personal conversation about food preferences and does not contain any suspicious links or requests for personal information.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email appears to be a personal conversation about food preferences and does not contain any suspicious links or requests for personal information.""
}
```"
442,*3 FREE Bottles Of VPXL !! ,1,PHISHING,The email promotes a product with exaggerated claims and uses a suspicious URL.,,"{""classification"": ""PHISHING"", ""reasoning"": ""The email promotes a product with exaggerated claims and uses a suspicious URL.""}"
443,enron employees filed out of the company ' s 50 - story mirrored glass tower headquarters in downtown houston on monday with their personal belongings stuffed in cardboard boxes . several employees reported they were given 30 minutes to clear out .,0,LEGITIMATE,The email describes a news event and lacks any suspicious links or requests for personal information.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email describes a news event and lacks any suspicious links or requests for personal information.""}"
444,[CS382M:26] mac emulator,0,PHISHING,Suspicious link in email with generic subject and request.,,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious link in email with generic subject and request.""}"
445,CONGRATULATIONS,1,PHISHING,"Classic lottery scam with poor grammar, generic greetings, and requests for personal information.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Classic lottery scam with poor grammar, generic greetings, and requests for personal information.""}"
446,Perl5 Bug Summary,0,LEGITIMATE,The email appears to be a legitimate bug summary report from the Perl project.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate bug summary report from the Perl project.""}"
447,Very Urgent,1,PHISHING,"The email contains classic phishing hallmarks: unsolicited claims of large sums of money, requests for personal information, pressure to act urgently, and a suspicious email address.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains classic phishing hallmarks: unsolicited claims of large sums of money, requests for personal information, pressure to act urgently, and a suspicious email address.""
}
```"
448,Safe and fast enlargement,1,PHISHING,"The email subject and body contain suggestive and inappropriate language, promoting a product with a dubious claim and leading to a suspicious URL.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email subject and body contain suggestive and inappropriate language, promoting a product with a dubious claim and leading to a suspicious URL.""}"
449,[Fwd: Re: unable to run sa-learn utility as non-root user],0,LEGITIMATE,The email appears to be a genuine technical support conversation about using the SpamAssassin utility.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a genuine technical support conversation about using the SpamAssassin utility.""}"
450,RECON: Recon Message,0,LEGITIMATE,"The email appears to be a weather alert or forecast from the National Hurricane Center (NHC), with typical formatting and unsubscribe instructions.",,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email appears to be a weather alert or forecast from the National Hurricane Center (NHC), with typical formatting and unsubscribe instructions.""
}
```"
451,"Re: [python-win32] win32gui.EnumWindows, documentation?",0,LEGITIMATE,This is a legitimate email thread from a Python mailing list discussing the use of the win32gui library.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""This is a legitimate email thread from a Python mailing list discussing the use of the win32gui library.""
}
```"
452,"TREAT  AS URGENT AND CALL ME"""""""" 00226 76 63 87 21",1,PHISHING,"The email contains classic phishing hallmarks: unsolicited offer of large sum of money, requests for personal information, urgent tone, and grammatical errors.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains classic phishing hallmarks: unsolicited offer of large sum of money, requests for personal information, urgent tone, and grammatical errors.""}"
453,[Lockergnome Penguin Shell]  Retail Ready,0,LEGITIMATE,"The email appears to be a legitimate newsletter from Lockergnome, a technology website.",,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email appears to be a legitimate newsletter from Lockergnome, a technology website.""
}
```"
454,CONGRATULATIONS ( YOUR EMAIL WON THE LOTTERY ),1,PHISHING,"The email contains classic phishing hallmarks: unsolicited lottery winnings, pressure to act quickly, requests for personal information, and suspicious contact details.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains classic phishing hallmarks: unsolicited lottery winnings, pressure to act quickly, requests for personal information, and suspicious contact details.""}"
455,virus found in the message,1,PHISHING,The email uses scare tactics (virus found) and includes suspicious formatting and language.,,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses scare tactics (virus found) and includes suspicious formatting and language.""}"
456,: You have A New Mail From  e*trade.,1,PHISHING,"Suspicious subject line, urgent tone, request for personal information via attachment, and generic greeting.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious subject line, urgent tone, request for personal information via attachment, and generic greeting.""}"
457,Project Document Update Subcontractors/Suppliers,1,PHISHING,"The email contains several red flags, including grammatical errors, suspicious links, and a request for sensitive information.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains several red flags, including grammatical errors, suspicious links, and a request for sensitive information.""}"
458,"Email Shutdown Notification For ""jose@monkey.org""",1,PHISHING,"The email uses scare tactics, impersonates a legitimate service, and contains suspicious links/requests for personal information.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses scare tactics, impersonates a legitimate service, and contains suspicious links/requests for personal information.""}"
459,re : dotted versus straight lines,0,LEGITIMATE,The email appears to be a legitimate internal communication discussing organizational structure and reporting lines within Enron.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate internal communication discussing organizational structure and reporting lines within Enron.""}"
460,YOU  HAVE  WON,1,PHISHING,"Classic lottery scam with generic language, urgent requests for personal information, and suspicious contact details.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Classic lottery scam with generic language, urgent requests for personal information, and suspicious contact details.""}"
461,Re: [Python-Dev] fixing tests on windows,0,LEGITIMATE,This appears to be a legitimate discussion thread on the Python-Dev mailing list regarding a technical issue.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""This appears to be a legitimate discussion thread on the Python-Dev mailing list regarding a technical issue.""
}
```"
462,Re: [perl #42371] [TODO] check if object.can(method) in callmethodcc() op,0,LEGITIMATE,This appears to be a legitimate discussion about code within a software project.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""This appears to be a legitimate discussion about code within a software project.""}"
463,50 ways to meet your lover_sirry,1,PHISHING,Suspicious URL and generic dating profile language suggest a phishing attempt.,,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious URL and generic dating profile language suggest a phishing attempt.""}"
464,Re: throttling,0,LEGITIMATE,The email appears to be a legitimate technical support response to a user's query about postfix throttling issues.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email appears to be a legitimate technical support response to a user's query about postfix throttling issues.""
}
```"
465,RE: Resuming Testing Today,0,LEGITIMATE,The email appears to be a legitimate internal communication regarding software updates and testing.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email appears to be a legitimate internal communication regarding software updates and testing.""
}
```"
466,FRANCIS pr0fi1ed her cash with GI1BERT,1,PHISHING,"The email contains suspicious subject line, spammy language, and a stock promotion with warnings about potential losses, all hallmarks of a phishing attempt.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains suspicious subject line, spammy language, and a stock promotion with warnings about potential losses, all hallmarks of a phishing attempt.""
}
```"
467,50 ways to meet your lover_jasmine123,1,PHISHING,"Suspicious subject line and URL, likely a dating scam.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious subject line and URL, likely a dating scam.""}"
468,The GOv gets tough on Net Users.....er Pirates..,0,LEGITIMATE,The email appears to be a legitimate news article excerpt discussing potential legal action against copyright infringement.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate news article excerpt discussing potential legal action against copyright infringement.""}"
469,Re: Where to get the latest PGP FAQ,0,LEGITIMATE,The email appears to be a legitimate distribution of PGP FAQ from a known source.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate distribution of PGP FAQ from a known source.""}"
470,"[Spambayes-checkins] spambayes/spambayes CorePlugin.py, 1.1,	1.2 CoreUI.py, 1.1, 1.2 XMLRPCPlugin.py, 1.1, 1.2 Options.py,	1.141, 1.142 ProxyUI.py, 1.64, 1.65 UserInterface.py, 1.61,	1.62 dnscache.py, 1.3, 1.4 storage.py, 1.63, 1.64",0,,,JSON_PARSE_FAILED,"_trimHeader(self, header, max_length, truncate): -         if len(header) > max_length: -             if truncate: -                 header = header[:max_length] + ""..."" -             else: -                 header = header[:max_length] -         return header -     def _writePostamble(self, help_topic=None): -         self.write(_(""Return Home."")) -         if help_topic: -             self.write(_(""Help: %s"") % help_topic) -         self.write(_(""<br>"")) -         self.write(_(""Copyright &copy; 2007 SpamBayes"")) -         self.write(_(""<br>"")) -         self.write(_(""This page was generated by SpamBayes"")) -         self.write(_(""version %s"") % (spambayes.__version__)) -         self.write(_(""<br>"")) -         self.write(_(""Last modified: %s"") % (time.ctime(time.time()))) -         self.write(_(""<br>"")) -         self.write(_(""Generated on %s"") % (time.ctime(time.time()))) -         self.write"
471,RE :CONTACT THE BANK FOR PAYMENT,1,PHISHING,"The email contains classic phishing hallmarks: unsolicited lottery win notification, pressure to act quickly, requests for personal information, and use of a generic email address.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains classic phishing hallmarks: unsolicited lottery win notification, pressure to act quickly, requests for personal information, and use of a generic email address.""
}
```"
472,Re:  Fonts and unicode distribution...,0,LEGITIMATE,The email appears to be a genuine discussion about font distribution and copyright.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a genuine discussion about font distribution and copyright.""}"
473,"Re: [ILUG-Social] Completely OT, Siamese Cats???",0,LEGITIMATE,"The email appears to be a personal conversation within a mailing list about cats, not a phishing attempt.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a personal conversation within a mailing list about cats, not a phishing attempt.""}"
474,50 ways to meet your lover_Ulimaroa,1,PHISHING,"Suspicious URL, generic subject line, and unprofessional formatting are common phishing indicators.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious URL, generic subject line, and unprofessional formatting are common phishing indicators.""}"
475,"Repair Your Credit, LEGALLY and for FREE",1,PHISHING,The email uses deceptive subject line and manipulative language to entice the recipient. The legal jargon is likely fabricated and used to appear legitimate.,,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses deceptive subject line and manipulative language to entice the recipient. The legal jargon is likely fabricated and used to appear legitimate.""}"
476,value - - has also placed a spotlight on arthur andersen llp ,0,PHISHING,"The subject line is designed to be vague and attention-grabbing, potentially luring the recipient to click. The email body is extremely short and provides no context, which is a common tactic used by phishers.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The subject line is designed to be vague and attention-grabbing, potentially luring the recipient to click. The email body is extremely short and provides no context, which is a common tactic used by phishers.""}"
477,jose@monkey.org have stopped processing incoming emails.,1,PHISHING,"Suspicious subject line and urgent language, suspicious link, generic email address",,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious subject line and urgent language, suspicious link, generic email address""}"
478,CONGRATULATION!!!.,1,PHISHING,"Classic lottery scam with generic language, grammatical errors, and requests for personal information.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""Classic lottery scam with generic language, grammatical errors, and requests for personal information.""
}
```"
479,Re: Sharp GP2D12 (analog version) troubles,0,LEGITIMATE,The email appears to be a genuine technical support request within a mailing list context.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a genuine technical support request within a mailing list context.""}"
480,CAISO Communication:  April 2001 Final Invoices,0,LEGITIMATE,The email appears to be a legitimate communication from the California Independent System Operator (CAISO) regarding invoice payments.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email appears to be a legitimate communication from the California Independent System Operator (CAISO) regarding invoice payments.""
}
```"
481,50 ways to meet your lover_Suppeko,1,PHISHING,"Suspicious subject line and URL, generic dating profile content, and random text at the end suggest a phishing attempt.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious subject line and URL, generic dating profile content, and random text at the end suggest a phishing attempt.""}"
482,"Looking for a quick, affordable way to upgrade your PC? (CNET SHOPPER)",0,LEGITIMATE,"The email appears to be a legitimate newsletter from CNET, featuring product recommendations and advertisements.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate newsletter from CNET, featuring product recommendations and advertisements.""}"
483,Re: [sugar] A place to point new developers,0,LEGITIMATE,"The email discusses technical details about a chat activity and includes a link to a Git repository, suggesting a legitimate software development context.",,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email discusses technical details about a chat activity and includes a link to a Git repository, suggesting a legitimate software development context.""
}
```"
484,Verify your jose@monkey.org account immediately,1,PHISHING,"Urgency, generic threat, suspicious link, and poor grammar are all red flags.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Urgency, generic threat, suspicious link, and poor grammar are all red flags.""}"
485,RE: check_sensors.c,0,LEGITIMATE,The email appears to be a genuine technical discussion about code for a project.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email appears to be a genuine technical discussion about code for a project.""
}
```"
486,123,1,PHISHING,"The email contains unsolicited offers for medication, uses poor grammar and spelling, and includes a suspicious URL.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains unsolicited offers for medication, uses poor grammar and spelling, and includes a suspicious URL.""}"
487,re : encrypted mail,1,PHISHING,Suspicious subject and unsolicited attachment with a generic antivirus claim.,,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious subject and unsolicited attachment with a generic antivirus claim.""}"
488,NAVY FCU Account Monitoring - You have a new transaction for review.,1,PHISHING,Suspicious subject line and request to download a PDF file for transaction review.,,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious subject line and request to download a PDF file for transaction review.""}"
489,[DMDX] Re: dmdx not running on new pc,0,LEGITIMATE,"The email appears to be a personal technical discussion, not a phishing attempt.",,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email appears to be a personal technical discussion, not a phishing attempt.""
}
```"
490,salary increase for logistics scheduler,0,LEGITIMATE,The email appears to be an internal communication regarding a salary increase for an employee.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be an internal communication regarding a salary increase for an employee.""}"
491,Re: The Big Jump,0,LEGITIMATE,"The email appears to be a normal, albeit somewhat humorous, discussion about a real-life event (Michel Fournier's jump).",,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email appears to be a normal, albeit somewhat humorous, discussion about a real-life event (Michel Fournier's jump).""
}
```"
492,autoresponders,0,LEGITIMATE,The email appears to be a legitimate internal inquiry about email autoresponders.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate internal inquiry about email autoresponders.""}"
493,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,The email uses scare tactics about a virus and includes a suspicious file name ('color.exe').,,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses scare tactics about a virus and includes a suspicious file name ('color.exe').""}"
494,Re: [9fans] A browser worthy of Plan9,0,LEGITIMATE,"The email discusses technical details about software and operating systems, suggesting a legitimate technical discussion.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses technical details about software and operating systems, suggesting a legitimate technical discussion.""}"
495,paper 19  - OVERCAST,0,LEGITIMATE,The email describes technical details about an overlay network technology called Overcast. This is a plausible topic for a technical discussion or document.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email describes technical details about an overlay network technology called Overcast. This is a plausible topic for a technical discussion or document.""
}
```"
496,Re: [sugar] Error starting up sugar,0,LEGITIMATE,The email appears to be a legitimate technical support request from a developer seeking information to troubleshoot a software issue.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate technical support request from a developer seeking information to troubleshoot a software issue.""}"
497,Account Protection,1,PHISHING,"The email contains several red flags, including generic greetings, threats of account suspension, and a suspicious link.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains several red flags, including generic greetings, threats of account suspension, and a suspicious link.""}"
498,Re:,1,PHISHING,"The email uses aggressive language, promotes a potentially fraudulent investment opportunity, and includes warnings about potential losses, all hallmarks of a phishing attempt.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""The email uses aggressive language, promotes a potentially fraudulent investment opportunity, and includes warnings about potential losses, all hallmarks of a phishing attempt.""
}
```"
499,GOOD DAY ,1,PHISHING,"The email contains classic phishing hallmarks: requests for personal information, promises of large sums of money, a sense of urgency, and poor grammar/spelling.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains classic phishing hallmarks: requests for personal information, promises of large sums of money, a sense of urgency, and poor grammar/spelling.""
}
```"
500,Site-Wide Savings!,0,PHISHING,"The email uses generic greetings, suspicious shortened URLs, and a sense of urgency to pressure the recipient into clicking links.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses generic greetings, suspicious shortened URLs, and a sense of urgency to pressure the recipient into clicking links.""}"
