subject,body,label
congratulations !,"vince ,
congratulations on your promotion to managing director .
best wishes for your continued success .
bob",0
good meeting,"mark :
i enjoyed our meeting last tuseday very much and i look forward to calling
you again in a week or so . i think your idea of having me present to several
senior enron executives including koenig and , perhaps , jeff skilling is very
good .
i discussed this a bit with vince kaminski on thursday as well and he
expressed a strong interest in attending the meeting as well .
regards ,",0
operations pricing model - hours survey,"if you assisted in the completion of the opm hours survey in the past and / or
are expected to in the future , you will need access to microsoft access
beginning wednesday , september 27 , 2000 . if you do not have microsoft
access , please go to the enron . itcentral . com website and complete an it
application request for microsoft access as soon as possible .
if you are not the individual who will be updating the hours surveys , please
( 1 ) coordinate with the individual who will and ( 2 ) notify suzanne nicholie
at # 57341 .
on wednesday , september 27 , 2000 a new hours survey will be distributed to
you and will be due for completion on wednesday , october 4 , 2000 .
we have developed what we think to be an easier and more efficient method of
handling the hours survey using microsoft access . the hours survey is menu
driven and you are not expected to need specific microsoft access training .
we will provide help lines and as needed direct training with the roll out of
the new hours survey . if you have any questions please contact anyone in the
opm group .
suzanne nicholie - primary hours survey contact at # 57341
shari mao - # 33859
jennifer reside - # 35971
james scribner - # 39641
thanks .
james scribner",0
project doorstep update,"the following are my updates on the calgary open items .
# 1 - financial confirmations - calgary participated in a conference call with
houston legal on this issue on june 15 th . sally beck is setting up a meeting
with mark taylor to discuss concerns .
# 2 - segregation of commercial / non - commercial support functions - completed .
risk has set up a separate excel spreadsheet to verify to trader ' s .
# 3 - enpower global data is currently being populated for calgary . we have
requested access to the enpower test database , and will proceed with testing
once we finish populating the global data ( 2 - 3 weeks ) .
# 4 - term transactions bridging to sitara - need an update from beth perlman .
# 5 - reporting unhedged currency risk - completed . our net currency position
is now being sent to the controls group in houston each day as of june 26 th .
# 6 - managing fx risk in various trading portfolios - progress continues - an
offer to hire a currency trader will be sent out on june 27 th . this person
will be responsible for the resolution of this issue .
# 7 - provide info on gas exotic the power information is
being provided to the controls group in the requested format . once we
receive confirmation that the information is being pulled in correctly , we
will proceed with populating the templates for the gas exotics . this will be
completed by june 30 th .
i will be out of the office the rest of this week . if you need clarification
on any of these items , you can page me at 716 - 2808 .",0
$ 1 . 5 billion in chapter 11 financing from a bank group led by j . p .,,
dpc memo,"vince ,
i am in houston ( rrived satruday ) , and will be in office on monday ( though
officially , i am on vacation ) . would like to catch up with you if possible .
it looks like your team will be getting involved in some form on the dpc
side . i have already made a recommendation to wade .
i am attaching a small memo that i have addressed to wade on the dpc position
and possible workout . this is still a draft and will likely get shared later
with others . i would love to get your comments on the same . at the same
time , this also will give you some idea of the problem , in conjunction with
the other plan presentation i had sent you .
look forward to touching base with you .
regards ,
sandeep .",0
couple of things,"laura luce wants to meet with you today - can you give me a time that would be good for you ?
jean mrha wants to know if her meeting with you tomorrow will be cancelled ?
tammy shepperd wants to know if you would still like to keep your office here after we move for a few weeks ?
tammie schoppe
enron americas - office of the chair
assistant to louise kitchen
713 . 853 . 4220 office
713 . 646 . 8562 fax
713 . 253 . 2131 mobile",0
"enron / hpl actuals for july 10 , 2000","teco tap 10 . 000 / enron ; 110 . 000 / hpl iferc
ls hpl lsk ic 30 . 000 / enron",0
hr meeting,"estalee russi will be in eb 4102 on monday , october 23 , from 9 : 30 - 10 : 30
a . m . , and by the fax center from 1 : 30 - 2 : 30 p . m . , to discuss the following :
open enrollment
pep system
e - hr online
please make arrangements to attend one of these sessions .",0
year - to - date deal report,"attached is the year - to - date deal report through 11 / 21 / 01 .
lex carroll
enron east power marketing , inc .
midwest origination
713 - 853 - 5426",0
research library needed for netco,"louise ,
it needs source code and documentation for all exotica library functions . in addition , we need the excel add - in build environment for building the exotica dll and its help functionality . we need documentation for all models used by traders and risk managers . naveen has a list of those models . my group can help maintain those models and the exotica library and provide it expertise . i will help get a complete list of models used . following is the list of exotica functions .
thanks
zhiyong
list of exotica library functions
name description
agc asian option pricing using geometric conditioning approximation
amer american option valuation
amerb american option valuation using the binomial tree model
asn asian option using a fast approximation
asnsprd asian spread option
asnsprd 2 spread option on asian spread
astrip asian option on a strip that allows correlation to be specified
astrip 2 m asian option on a two - asset average
asv asian option using a fast volatility approximation
bascorr determines the correlation between two baskets of assets
basvol calculates approximate volatility for a basket of equities or commoditites
basvolt calculates approximate volatility for a basket of equities or commoditites that expire at different times
basvol 2 d calculates approximate volatility for a basket of two forward contracts
bost bost option ( pay at maturity european option )
brrr barrier option with risk parameters
cmpdv cmpdv option with two point volatility term structure
cod cash on delivery option
codprem cash on delivery option contingent premium
combopt combinations of european calls and puts : strangles , strangles and bull spreads
digital digital "" cash or nothing "" option
dstrip strip of daily options
eimpvol implied volatility of a european option using black - scholes formula
euro black - scholes european option valuation
euro _ equity black - scholes european option on stocks
euro _ forward balck model for european option on forward / futures contract
forexch options on currencies
impvolab implied volatility of an american option using binomial tree model
lkbk lkbk option analytical solution for continuous case
ostrip strip of daily fixed price ( fp ) or forward start ( fs ) options
ostripsprd strip of daily fixed price spread options
pplus european spread option between two baskets , combination of analytical method with 1 - d integration
quanto options on commodity with exchange rate risk
rbow rbow options : various dual commodity options
sprdopt european spread option
swaption option to enter a swap
xcap value an option on a strip ( call or put on a cap or floor )
xcol , xcol 2 , xcol 3 option on a collar . xcol 3 is the most flexible and updated version . it is the preferred function for pricing options of this kind
yrstrip annual strip of daily european options subject to daily , monthly , and yearly take contraints",0
re : resumes,"vince ,
see below for my picks based on the resumes . the others marked as "" no ""
might be ok as well , but did not seem to have as much slant towards finance .
- - stinson
vince j kaminski
04 / 04 / 2001 03 : 45 pm
to : stinson gibner / hou / ect @ ect
cc :
subject : resumes
- - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 04 / 04 / 2001
03 : 45 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
to :
cc :
subject : resumes
here are some people you might want to speak with . ? siriam lives in
houston . ? please see the attached resumes of the following :
?
karim ashktorab yes ( might be expensive ? )
stephen liu no
farshad ravanshad no
matthew rusk no
samir ranjan yes
cedric chow no
sriram vasudevan maybe ( already in houston )
?
regards ,
?
scott gerson
focus capital markets
71 vanderbilt avenue
suite 200
new york , ny 10017
( 212 ) 986 - 3344 tele
( 212 ) 986 - 3370 fax
- focus sriram vasudevan . doc
- focus cedric chow . doc
- focus samir ranjan . doc
- focus matthew rusk . doc
- focus farshad ravanshad . doc
- focus stephen liu . doc
- focus karim ashktorab . doc",0
western issues update 9 - 04 - 2001,"for questions or comments on this report please contact g . britt whitman at ex : 54014 or kristin walsh at ex : 39510 .
executive summary
? northwest smelters jockey for favorable rates
? bc hydro ' s rate freeze lingers
? bpa rates expected to rise , california refunds doubtful
aluminum smelters ( dsi ' s )
on 1 october 2001 the long - term relationship between dsi ' s and bpa for preferred rates will end as bonneville power administration ' s new rate case takes effect . after 2001 , dsi ' s become discretionary customers of bonneville power administration . dsi ' s have been playing the game of slowly ' migrating ' their load to local utilities in 9 . 9 mw annual increments to avoid being subject to bonneville ' s new large single load ( nlsl ) designation and losing their preferred rate status . now they are beginning to slip quietly back onto bpa ' s federal system , and officials at bonneville have been willing partners in attempting to circumvent their own nlsl regulations , which were established in 1980 . in an effort to secure existing dsi relationships , bpa is now undertaking a review of its nlsl regulation to provide an exemption for these companies .
bpa is opposed by the public power council , the representative of the public utilities in the pacific northwest that focuses bpa rate - making , which has sent a letter to the assistant secretary of energy to express its objections to bpa ' s proposed actions . the ppc was instrumental in raising public awareness earlier this year about the favored status of the dsi ' s as large industrial customers - they are moving aggressively to block bpa from giving the aluminum smelters any additional favored treatment .
the ability of bpa to exempt dsi ' s from its nlsl regulation will shape the direction of negotiations between aluminum smelters and other power producers in the region . it remains to be seen whether or not the public power council will initiate a legal battle to stop the dsi ' s from obtaining this special treatment .
while moving to maintain positive relationships with the dsi ' s , bpa is not enthusiastic about giving power back to the smelters because they think they will need all the water they can spare for the fish . bpa has concerns that supplies will be tight again in the fall and early winter - they won ' t really benefit much , even from normal or better precipitation , until the melt starts next april . bpa wants to buy back power from the smelters for at least a year and probably would not entertain any overtures from smelters until then . about the only possibility for smelters to go back on line would be for them to use the money they ' re getting from bpa to subsidize power purchases on the spot market . however , there would be a lot of risk in that , and bpa people don ' t think market prices would enable them to be very profitable , even with the bpa money helping .
as of april 1 , three smelters should come back on line ; nw aluminum , goldendale aluminum , longville aluminum
? alcoa aluminum
there is not much news happening on the negotiating end between alcoa and bc hydro right now . information is still fairly tight - lipped , however , employees of alcoa ' s idled intalco smelter have been shifted to other capital projects in the facility to prepare the plant for an eventual restart . this may indicate the direction of negotiations .
? kaiser aluminum
as odd man out , kaiser has little to say in northwestern energy developments . the company will obviously benefit if bonneville is able to fight off the public utilities , but they are in such a weak bargaining position right now that they might have to restart operations just to get revenues moving again , though there is no direct evidence to support this view at this time .
british columbia politics
? bc government
the latest news from british columbia is that the bc liberal government is doing quite nicely in implementing its conservative strategy . public opinion remains quite high , and they have virtually completed all of their campaign promises for the first 90 - day period . even former ndp legislators are surprised at the efficiency with which the government is proceeding . political strategists are watching the anwr vote in the us very carefully , not only because it will have a major impact on the natural gas and oil pipeline going through northern bc , but also because it is illustrating the environment vs . labor fallout . in the recent election , the green party of british columbia performed surprisingly well , garnering around 12 % of the vote in any typical race , contributing directly to the downfall of the ndp .
premier gordon campbell ' s core review of bc government is due by october , and it appears that the process will be primarily a cost - cutting measure . they are moving to reduce expenditures , which for bc hydro ' s sake , will include community outreach , student scholarship and any other ' feel good ' programs currently being undertaken by hydro .
the real long - term policy planning , however , is expected to take place in january when campbell ' s team ( brenda eaton , the deputy premiere ; doug allen , the premiere ' s consultant ; and jack ebbels , deputy energy minister ) works in conjunction with neufeld to construct bc ' s long - term energy plan .
bc hydro
bc hydro has formally signed on as a participant in the rto west regional transmission organization as a filing utility . rto west is currently being overseen by the western governor ' s association and developed as allowed by ferc . rto west will be the oversight entity in the western states and canada that will manage electricity transmission issues . we are also expecting alberta to come on board rto west shortly .
with regard to a potential rate hearing , bc hydro has recently put a freeze on rates in the province that will last until 2003 . the word on this move is that it will allow chairman bell to generate some political cover as he begins to shave off parts of the business , such as transmission and information technology - focusing bc hydro ' s core operations on additional generation , exports / trading , and delivery . the public concern over privatization is that it will cause rates to skyrocket , similar to what happened in california - but bell has moved to head off these concerns with the rate freeze .
as a function of increasing bc hydro ' s generation capacity , they are looking very carefully at building on two sites : site c ( hydroelectric dam ) and burrard thermal .
bpa
? financial status
in what was expected to be a quiet period in rates matters , bpa dropped a bombshell by announcing it was considering triggering the fb crac on 1 october . this would increase rates over the 46 % lb crac rate increase announced earlier - - despite forecasts that such an increase would be unnecessary . what this essentially does is allow bpa to bypass its initial rate case increase of 46 % , utilizing a stop - gap measure under federal regulations .
bpa cited a number of reasons why it was considering imposing an fb crac , including losses trading power this summer , changes in the accounting treatment of some dsi buyouts , and uncertainty whether the california iso and px can pay monies owed bpa . bpa did note , however , that it also had more than one hundred million additional dollars in bond refinancing money not accounted in the fb crac calculation . if the fb crac triggers by any amount , bpa would have the option of "" truing up "" its calculation of the fb crac in march and could change the rates again if bpa ' s actual financial condition on 30 september differs from what is estimated now , or if bpa changes its accounting assumptions further .
bpa representatives suggest strongly that there is a good chance that a rate increase would be announced early and also indicated that the specific number would be much less than the earlier load - based crac increase ( of about 46 % ) - - "" much less than 20 % , and probably much , much less than 20 % . ""
the public power council staff has written to and met with steve wright , bpa acting administrator , in an effort to convince bpa that a fc crac is unnecessary . we should know bpa ' s decision by 31 august .
? ferc refunds
at this time , bpa will not seek refunds in the ongoing ferc proceedings - or submit to the process for purposes of others seeking refunds against bpa - for the following reasons :
1 ) bpa believes ferc lacks jurisdiction over bpa .
2 ) the proceedings are so convoluted ( and the transactions so complicated ) that bpa asserts that there is no realistic hope of unwinding all of the transactions necessary to equitably order refunds . insofar as other parties collecting against bpa , in some cases bpa was only the remarketing agent acting at the behest of , for example , aluminum smelters . ferc would have to proceed against these third parties , and often that money has already been spent .
3 ) with respect to claims by the calif . dwr ( $ 71 million ) , a similar claim in the separate california ferc proceeding was disallowed on 14 june . it would be incongruous to allow the claim here . in this claim , ferc denied dwr access to refunds in situations where there was a willing buyer and willing seller .
4 ) then there are the assorted politics involved . first , bpa believes that the political costs of pursuing refunds outweigh any eventual benefit that might be received . bpa calculates its potential exposure in these refund proceedings at circa $ 400 million , while it believes its own potential claims could amount to $ 500 million - thus a potential $ 100 million net gain . for reasons cited , however , we believe it highly unlikely they will seek refunds . second , with respect to others seeking refunds against bpa , five nw senators who sit on the senate energy committee would be very upset if ferc allowed california parties to collect against bpa ; and ferc to some extent is likely to be responsive to this sentiment .
bpa is confident of its legal position in this matter estimating less than a 10 % chance of their being forced to submit to ferc in this matter . of course , if they were forced to submit to ferc jurisdiction , they would cross claim against other parties and seek refunds .
even if bpa received refunds , we do not believe that it would affect the ability of aluminum smelters to come back on - line . we anticipate that on 1 april 2002 , three smelters ( amounting to between 300 - 500 mw ) will come back on line : northwest aluminum & goldendale aluminum ( 230 mw ) , and longville aluminum ( 100 mw ) .
? spill - related issues
fish returns for this year have been especially high . if the ocean stays productive for the next few years , as some think it might , the region could have an enormous opportunity to rebuild the salmon and steelhead runs and make huge strides towards success in this area .
behind - the - scenes work continues on the implementation plan ( on the biological opinion on the hydro system ) , with the region ' s states and tribes trying to play a stronger role in designing the columbia river strategy .
ppc and northwest irrigation utilities were admitted to the national wildlife federation et al v . nmfs lawsuit as defendant interveners , and the court is now making plans to try mediation between the parties .",0
fw : northwest hydro,"fyi .
tk
- - - - - original message - - - - -
from : branney , theresa
sent : tuesday , march 06 , 2001 2 : 40 pm
to : brennan , lorna ; dushinske , john ; mercaldo , vernon ; mccarty , danny ; miller , kent ; neubauer , dave ; nielsen , jeff ; pavlou , larry ; medeles , gerry ; gottsponer , morgan ; williams , jo ; stephens , ld ; wilkinson , chuck ; lohman , therese k ; hyatt , kevin
subject : fw : northwest hydro
please keep this information internal to enron . also , if i have left anyone off the list , please let me know . looks bullish for the west !
thanks !
theresa
- - - - - original message - - - - -
from : bennett , stephen
sent : tuesday , march 06 , 2001 1 : 47 pm
to : branney , theresa
cc : roberts , mike ; marquez , jose
subject : northwest hydro
hi theresa ,
i ' ve attached the report that you asked for - please let me know if you have any questions or if you need any additional info .
steve
stephen bennett
senior meteorologist
enron research
ext . . 5 - 3661",0
egyptian festival,">
http : / / www . egyptianfestival . com /
- egyptian festival . url",0
"enron / hpl actuals for october 31 , 2000",teco tap 20 . 000 / enron ; 80 . 000 / hpl gas daily,0
nesa ' s 10 th annual crawfish boil,"mark your calendar now for thursday , april 11 , 2002 ! make plans to join us
at our 10 th annual crawfish boil at woodrow ' s ( 3111 chimney rock ) for
crawfish , jambalaya , beer and margaritas - all for $ 25 in advance or $ 30 at
the door !
just complete the bottom portion of this email and reply to me , or print it
off and fax to our office at 713 / 856 - 6199 . you can use your credit card or
mail this form with your check . everyone who registers in advance will be
eligible for a private drawing ; a second drawing will apply for the member
who brings the most guests with them .
so , pass the word and don ' t miss out on the fun !
name _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
company name _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
guest name _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
guest company name _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
credit card # _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
expiration date _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
thanks again to our corporate sponsors of the year : aquila , inc . ; dynegy
and el paso !
teresa a . knight
vice president , member services
teresa . knight @ nesanet . org
( 713 ) 856 - 6525
fax ( 713 ) 856 - 6199",0
fastow made $ 30 million through partnerships affiliated with the,,
re : cancellation of the master tasking letter,"louise ,
this is better in my opinion . it tends to force better definition from the developer and his team . your costs are reduced when we have good definition .
keith
- - - - - original message - - - - -
from : kitchen , louise
sent : thursday , september 13 , 2001 12 : 20 pm
to : duran , w . david ; jacoby , ben ; irvin , steve ; kroll , heather ; virgo , robert ; mays , wayne ; morris , sandy ; golden , bruce ; rose , steven ; chmielewski , robert ; rimbau , robert w . ; coffer , walter ; austin , terri ; booth , eric ; newlin , ross ; garrison , john ; aboudaher , omar ; williams , dan e . ; gordon , d ' ann
cc : coleman , mike ; virgo , robert ; dodson , keith ; stanley , brian
subject : fw : cancellation of the master tasking letter
to be clear this is not a major step change , nor is it designed to slow business . very simply , we are moving to the methodology used successfullly by the west power group which allows for clear billing and planning for all involved .
louise
from : coleman , mike
sent : 13 september 2001 09 : 51
to : dodson , keith ; stanley , brian
cc : duran , w . david ; jacoby , ben ; irvin , steve ; kroll , heather ; virgo , robert ; mays , wayne ; morris , sandy ; golden , bruce ; rose , steven ; chmielewski , robert ; rimbau , robert w . ; coffer , walter ; austin , terri ; booth , eric ; newlin , ross ; garrison , john ; aboudaher , omar ; williams , dan e . ; gordon , d ' ann
subject : cancellation of the master tasking letter
keith and brian ,
ena management has declined to approve extention of the master tasking letter . the result of this is that no funding is approved for any work by eos other than by the few specific tasking letters that have been approved for specific tasks . as of tomorrow , 15 september , the mtl will be closed and no further charges will be accepted against this charge number .
going forward , no charges for eos or other services outside ena will be authorized except those approved under a signed tasking letter specific to the relevant project . no tasking letter will be issues for approval until the responsible ena developer / originator establishes an ena charge number against which charges applied to a tasking letter can be charged .
we will attempt to schedule a meeting next week to wrap up costs and review any on - going critical needs . in the meantime , inform any of your staff charging to the mtl that this charge number is closed after tomorrow .
thanks !
mike",0
december 11 prc meeting,"please mark your calendars for the december 11 , 2000 prc meeting to prereview
vice presidents in the following organizations :
enron north america
enron industrial markets
enron global markets
enron networks
enron south america
apachi
calme
the meeting will be held at the st . regis hotel , 1919 briar oaks lane ,
houston in the plaza room . the meeting is scheduled from 8 : 00 am to 5 : 00 pm .
for those of you who are part of the enron wholesale services group , please
plan to be there at 8 : 00 am , as the first part of the meeting will be devoted
to discussing prc results of groups below vice president , and manager to
director / sr . director promotion nominations . the vice president rating is
scheduled to begin at approximately 9 : 45 am .
the telephone number of the hotel is 713 - 840 - 7600 .
a complete agenda and details will be forthcoming later this week .
for those of you in the organization units listed above , please be prepared
to present and discuss your vice presidents .
please feel free to contact me at x 36628 in houston , should you have any
questions .
sheila knudsen",0
re : coastal ctr # 96008903 meter 0984179 sit # 135714,"having discussed the matter with brian riley , hpl has no intention of
contacting coastal to negotiate any type of deal affecting the gas received
in september at at meter 4179 . it was brian ' s opinion that the gas should be
considered strangers gas since hpl has no contract or price . it is
suggested that nick moshou contact his counterpart at coastal , relaying this
information and suggesting coastal ' s trader contract brian riley .
donald
mary poorman @ enron
10 / 27 / 2000 10 : 05 am
to : nick moshou / corp / enron @ enron
cc : anita luong / hou / ect @ ect , brian m riley / hou / ect @ ect , pat
clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect , donald p
reinhardt / hou / ect @ ect
subject : re : coastal ctr # 96008903 meter 0984179 sit # 135714
nick ,
i understand that they terminated their agreement . however , i don ' t feel
that we can confiscate their production . we need to either pay them for the
gas , or cut a deal to redeliver a like volume to them at another meter .
given the decrease in prices from september to current and prompt month , i
would guess that they want to be paid . we won ' t know that until we call
them . i don ' t know where the responsibility lies as far as calling to
explain to them that we took delivery of their gas until the meter was
shut - in .
please let me know if i can do anything further to assist .
mary",0
re : summer internship position,"hi vince , paulo oleira ( one of the m . i . t attending our meeting on wed ) ' s
research interest turned out to be a match for april hodgeson ( vp of content
origination ) . i had him talk to april ( stinson was on the call as well ) to
discuss his research interest and what he would likely to do for april . i
suggested ( and april agrees ) that paulo would intern with her and matt and
perform research on how end users ( consumers and business ) improved
experience with epowered content can be quantified . this may include
performing control experiments at m . i . t . we decided not to over specify what
he would do since it is likely to change as soon as he arrives . i suggested
once he starts , he will work with april and matt harris ( vp enterprise
origination ) and they will define what the student needs to complete for the
internship .
addiontionally , tom gros agrees that this type of research are needed and
this is a great way to start .
i will proceed to have recruiting contact the student with an offer to start
around may 22 , 2000 unless someone tells me otherwise .
regards ,
ravi .
p . s . charlene , please include paulo in your may 22 , 2000 start group . paulo
will report to me within ebs research group but will work on a day - to - day
basis with april and matt . as you ' ve mentioned that compensation is somewhat
fixed but please keep in mind that this person is a phd candidate with very
specialized skill set . please contact vince before extending an offer that
may be too low , etc .
- - - - - forwarded by ravi thuraisingham / enron communications on 02 / 17 / 00 09 : 27
am - - - - -
charlene jackson @ enron
02 / 17 / 00 08 : 25 am
to : vince j kaminski / hou / ect @ ect
cc : celeste roberts / hou / ect @ ect , vince j kaminski / hou / ect @ ect , ravi
thuraisingham / enron communications @ enron communications @ ect
subject : re : summer internship position
celeste ,
we need to make sure that the interns in vince ' s group are coordinated and
incorporated with the rest of the summer associates . they should be offered
the same starting dates , i believe they are may 22 , 2000 june 5 , 2000 . i am
not sure about the june date . would you check and let vince know . they
should also be offered the same starting salary package as the others . they
will be included in training ( a few days ) and any other events we host .
thanks",0
start date : 12 / 29 / 01 ; hourahead hour : 8 ;,"start date : 12 / 29 / 01 ; hourahead hour : 8 ; no ancillary schedules awarded . no variances detected .
log messages :
parsing file - - > > o : \\ portland \\ westdesk \\ california scheduling \\ iso final schedules \\ 2001122908 . txt
# # # cannot locate a preferred or revised _ preferred schedule that matches the final individual interchange schedule . unable to assign deal number .
# # # cannot locate a preferred or revised _ preferred schedule that matches the final individual interchange schedule . unable to assign deal number .
# # # cannot locate a preferred or revised _ preferred schedule that matches the final individual interchange schedule . unable to assign deal number .
# # # cannot locate a preferred or revised _ preferred schedule that matches the final individual interchange schedule . unable to assign deal number .",0
revised - turbine position report,sorry for the inconvenience . the 10 / 5 / 01 turbine position report had a minor revision after distribution . the revised report is attached . please call becky caudle at 3 - 9749 with any questions .,0
fw : presto,"its all about charm
- - - - - original message - - - - -
from : oxley , david
sent : monday , june 18 , 2001 5 : 11 pm
to : lavorato , john
subject : re : presto
signed this pm !
- - - - - original message - - - - -
from : lavorato , john
sent : monday , june 18 , 2001 5 : 10 pm
to : oxley , david
subject : re : presto
i ' ll kill him
- - - - - original message - - - - -
from : oxley , david
sent : monday , june 18 , 2001 9 : 32 am
to : lavorato , john
subject : presto
hasn ' t signed his contract . deadline for july equity grants is upon us . i ' ve told team to pull request until you have beaten him up .
david",0
candidate decisions,"vince :
they are already asking for evaluations on the following individuals most
of whom were just interviewed yesterday ! however , i do not know who
bruce kamich is - i don ' t remember his interview at all .
can you give me something to tell toni .
thanks !
- - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 07 / 28 / 2000
11 : 17 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : toni graham @ enron 07 / 28 / 2000 02 : 39 am
to : shirley crenshaw / hou / ect @ ect
cc :
subject : candidate decisions
shirley ,
could you please give me a yes , no , maybe decision on the following
candidates interviewed :
bruce kamich
philip roan
jerzy jarosz
bruce james
oleg bondar
thanks
toni",0
re : extreme value theory applied to weathet,"dear vince and grant ,
i am currently reviewing some of the more erecent references on evt and its
application . i get back to you shortly with some points regarding the
usefulness of evt and how traders ( electricity and weather ) can benefit from
evt .
cheers ,
christian
to : christian werner / enron _ development @ enron _ development
cc :
subject : re : extreme value theory applied to weathet
christian :
to my knowledge , the research group is examining evt primarily in the context
of value at risk calculations . we have not looked at evt for power , because ,
to date , we have been focussing on shorter term fundamental forecasting of
price excursions : i . e . given tomorrow ' s load forecasts and expected plant
dispatch , we attempt to predict which lines will become constrained and how
the system will react to alleviate these constraints . i would be interested
in your thoughts on how evt would benefit the traders however . as far as the
weather goes , i would expect the weather desk to use evt at some level .
clearly you should talk to joe hrgovcic , the researhc chap attached to the
weather desk , for a more accurate assessment .
cheers ,
grant .",0
