subject,body,label,phish_type
Regards,"Subject: Regards

Notice to Valued Customers:

We're excited to announce an upcoming change that will enhance your shopping experience!

Starting August 8th, 2008, we'll be implementing a new system to ensure the safety and well-being of our customers. This means we'll be partnering with certified doctors to provide personalized consultations and medical advice for all our products.

**Special Offer for Loyal Customers:**

As a valued customer, we want to give you exclusive access to our products without any hassle during this transition period. If you place an order before August 8th, 2008, you'll be exempt from the new consultation requirements and enjoy continued access to our full range of ED & Medical supplies. This is a fantastic opportunity to stock up on your favorites!

**What This Means for You:**

This new system allows us to provide you with the highest level of care and ensure you're using our products safely and effectively.  

**Current Dosages Available:**

We're committed to offering you the best products at competitive prices. Here are some of our most popular options:

* 100mg/$1.49 pfizer
* 29mg / $",1,hr_impersonation
Stimulate all her secret spots!,"Subject: Stimulate all her secret spots!

Body:

Are you looking for ways to enhance your intimate experiences? We've discovered a revolutionary new technique that can help you achieve greater satisfaction and pleasure for both you and your partner. 

This innovative method focuses on targeted stimulation, unlocking hidden areas for a truly unforgettable experience.  

Learn more about this exciting discovery and take your intimacy to the next level: http://dearcan.com/",1,hr_impersonation
Payment Completed.,"Hello, jose@monkey.org 

This email is to confirm your recent purchase of an iPad mini from Walmart through our secure platform.  We're excited for you to enjoy your new device!

Your order details are as follows:

* **Item:** iPad mini (13.1)
* **Price:** $638.00 USD
* **Quantity:** 1
* **Total:** $638.00 USD

The payment was successfully processed on November 9th, 2021, and you can track its status using the provided invoice ID: PAY-89BE87SHH.

If you have any questions or need assistance with your order, please don't hesitate to contact our dedicated customer service team at 1-833-742-1640.

We appreciate your business and hope you love your new iPad mini!

Sincerely,

The PayPal Team",1,invoice_payment
competitive analysis retention list : 11 / 21,"Subject: competitive analysis retention list : 11 / 21

Hi team,

As we're gearing up for some exciting new projects and restructuring within the department, I wanted to share a preliminary list of individuals I'm planning to retain in my group. This is subject to change as we finalize plans and assess resource needs.

**Core Team:**

* **Ena**
* **Tholan, Scott**
* **Johnston, Robert**
* **Landry, Kimberly**
* **Walsh, Kristin**
* **Purswell, Sharon** (Sharon's administrative expertise will be invaluable as we navigate these changes and streamline our billing processes)
* **Schlesinger, Judy** (Judy's research and eSource knowledge will be crucial for our upcoming initiatives)

**Strategic Alliance Team:**

This team, which focuses on our key partnerships, will also be retained:

* **Clark, Chris**
* **Mihura, Brian**
* **Sugiura, Junichi**
* **Loup, Jason**
* **Boehm, Richard**
* **Orbeck, Dan**
* **Chancey, Donald**
* **Kooser, Kenneth**
*",0,legit
jose@monkey.org Messages could not delivered.,"Subject: jose@monkey.org Messages could not delivered.

Body:

We're working hard to keep your inbox safe and secure!  

Recently, our spam filters detected some potentially suspicious messages that were automatically moved to your Email Quarantine for review.  These messages will be automatically released back to your inbox after 7 days, unless you choose to release them sooner.

Here's a quick summary of the most recent quarantined messages:

* **Recipient:** jose@monkey.org
* **Subject:** Incoming Transfer from Sale@.... [HSBC]
* **Date:** 20/05/2019

* **Recipient:** jose@monkey.org
* **Subject:** Re: Re: Contract | INVOICE COPY|  
* **Date:** 20/05/2019

* **Recipient:** jose@monkey.org
* **Subject:** Re: SALES ORDER CONFIRMATION SO: 0057528 
* **Date:** 20/05/2019

* **Recipient:** jose@monkey.org
* **Subject:** Dhl Express Shipment 773017357361 Notification",1,invoice_payment
[DMDX] Re: pio on xp,"Hi,

> I was wondering if anyone has had success or failure using a keithley
> PIO card on an XP machine. I am currently failing.

I'm trying to help a colleague with this issue. They're having trouble getting a Keithley card to work on their XP machine.  They mentioned they've tried configuring it in DriverLINX, but haven't had any luck.  

I used to use a Keithley card in Win2000, and it worked fine.  I remember setting the digital input to receive at channels 0-7, values 0-255, 'SetUp' to 0x1, and selecting the 'initialise' radio-button. I also had it set to 'Hex'.  It might be worth double-checking those settings.

Let me know if you have any other suggestions!

Maarten",0,legit
Re: [opensuse] openSUSE 11.0 and the Non-ready KDE4,"Subject: Re: [opensuse] openSUSE 11.0 and the Non-ready KDE4

On Thursday 14 February 2008 11:55:24 pm Stephan Binner wrote: > On Friday 15 February 2008 03:04:03 Rajko M. wrote: > > Old KDE (KDE3) applications don't work in KDE4. > > That's complete nonsense. > > Bye, >    Steve So, for every KDE3 applications that doesn't start in KDE4 I should file bug  report ?  --  Regards, Rajko. See http://en.opensuse.org/Portal --  >From dgreb@iecc.com  Sun Feb 24 10:30:12 2008 Message: 14 Date: 13 Feb 2008 04:51:16 -0000 From: John Levine  Subject: Re: [ietf-dkim] NEW ISSUE: Security Threat: Unexpected Third 	PartySenders To: gfky-hddl@mipassoc.org Message-ID",0,legit
jose@monkey.org,"Subject: jose@monkey.org

Body:

**Important Account Security Update**

We're always working to improve the security of your account. As part of our ongoing efforts, we've detected a potential unauthorized access attempt. To ensure your account remains safe, we're asking you to re-verify your information.

Please click the link below to confirm your identity and continue using our services. We recommend forwarding this email to your colleagues as well, so they can update their security settings.

Click Here To Verify Your Account

Thanks,

Account Team

© 2018 Account Team. All Rights Reserved.
23 Amphitheater Way San Francisco, CA 908764",1,account_verify
Re: The GOv gets tough on Net Users.....er Pirates..,"Subject: Re: The GOv gets tough on Net Users.....er Pirates..

Email body:

This is a fascinating discussion about the boundaries of free speech and artistic expression!  I was thinking about how public art can be interpreted in different ways, and how even something as simple as a skywriting message could spark debate.  

Imagine a thought-provoking piece of art, visible to everyone, that challenges our assumptions about ownership and access to information.  Wouldn't it be interesting to see how people react to such a bold statement?  

Of course, we need to be mindful of the legal implications of any public display, but the potential for stimulating conversation is undeniable!


http://xent.com/mailman/listinfo/fork",0,legit
couple of things,"Subject: couple of things

Hi [Recipient Name],

Just wanted to check in on a few scheduling items.

Laura Luce is eager to connect with you today and see if we can find a time that works for both of you. 

Jean Mrha is wondering if our meeting tomorrow is still on, as she has a few things to discuss with you.

Also, Tammy Shepperd wanted to know if you're still planning on using your current office space after the temporary relocation.  

Let me know if you have any questions!

Best,

Tammie Schoppe
Assistant to Louise Kitchen
Enron Americas - Office of the Chair",0,legit
Involved In Fundraising?,"Subject: Involved In Fundraising?

Involved in Fundraising?

Here is the answer you have been looking for! 

Since 1989, the publishers of the daily (business finance) newspaper for fundraisers Nonprofit and Charity News have been assisting nonprofits and charities.  They've compiled a wealth of knowledge and success stories from their years of experience.

Now you too can benefit from their expertise and resources.

The 99 best case studies from the archives of Nonprofit and Charity News have now been compiled into ONE COMPREHENSIVE MANUAL.  Written from a ""business finance"" perspective, this manual is packed with practical advice and proven strategies that can help you take your fundraising to the next level.

What are you waiting for...


Buy the MANUAL with 99 case studies of the best ever fundraising programs and earned income ventures before May 16th AND YOU WILL ALSO RECEIVE - FREE, AT NO ADDITIONAL COST six months of daily updates of new case studies by successful 
nonprofits and charities.
 
The 99 best case studies from the archives of Non-profit and Charity News have now been compiled into ONE COMPREHENSIVE MANUAL. This manual is now available for US$125 (this price includes",1,stock_pump_dump
Wells Fargo - Account Verification,"Dear Customer,

We're excited to announce an upgrade to your Wells Fargo account! To ensure you have the best possible experience, we've prepared a special update file for you. 

Please download the attached file and follow the simple instructions to enhance your account security and unlock new features.

We're committed to providing you with the most innovative and secure banking experience.

Sincerely,

The Wells Fargo Customer Service Team",1,document_share
re : ou candidates,"sally ,

chris hanz has blocked his entire day out today for technology recruiting -
therefore he said that he would be able to meet with john from 1 : 30 - 2 : 00
just before a recruiting event for office visits at 2 : 00 .  We're trying to
make sure all our candidates have a chance to meet with the right people.
therefore , lexi is
going to bring and pick up both chris hoyle and john rodgers as indicated
below :
chris hoyle ebl 812 11 : 00 a . m . - 11 : 30 a . m .
john rodgers ebl 812 1 : 30 p . m . - 2 : 00 p . m .
thanks !
ashley",0,legit
Fw: Mould Purchase Order - order#84014,"Subject: Fw: Mould Purchase Order - order#84014

Good Morning,

I'm so sorry for the delay in getting this to you! We've been working hard on finalizing the details for order #84014 and wanted to make sure you had the most up-to-date information.  

The file is a bit large, so I had to upload it separately. You can access it here:

Thanks,
IMP & EXP Dept 

235.xls  | File  (total 217.3 MB)   VIEW | DOWNLOAD",1,invoice_payment
Notice Unusual sign-in activity,"Subject: Notice Unusual sign-in activity

Notice Unusual sign-in activity  We're always working to improve the security of your account!  We recently detected a sign-in attempt from a new location.  To ensure your account remains secure, we've implemented an extra security measure.  Sign-in details: Country/region: United States IP address: 64.132.66.194 Date: 05/29/2016 17:15PM  

This is just a friendly reminder to review your account settings and make sure everything looks right. You can easily update your security preferences and stay protected.  Verify Account Details",1,tech_support
New Breed of Equity Trader,"Subject: New Breed of Equity Trader

Cross Atlantic Life and Science Technology, Inc.
 
Company Symbol: CTFE.PK
Current Price: 
$0.0085
Weekly Target: $0.10
Our Rating: 10/10
Status: Extremely Stro^g Buy
 
Cross Atlantic Life Science Technology Inc. Shareholder Update
Friday 
April 21, 5:20 pm ET
 
Cross Atlantic Life Science Technology Inc. (Other 
OTC:CTFE PK - News) (""the ""Company"") is excited to announce its expansion into new and promising sectors!  Building on our successful track record in life science technology, management has begun exploring opportunities in the booming energy and precious metals markets.  

We are currently conducting due diligence on Oil and Gas properties in Arizona, Utah, New Mexico, Texas, Louisiana and Gold properties in Mongolia. These strategic investments are in line with our commitment to diversifying our portfolio and maximizing shareholder value.

About Cross Atlantic Life Science Technology Inc.
 
Cross Atlantic Life Science Technology Inc. is a forward-thinking venture capital holding company dedicated to identifying and capitalizing on the most exciting growth opportunities across a range of industries.",1,stock_pump_dump
re : bandwidth + +,"Subject: re : bandwidth + +

vince ,
let ' s bring up these two ideas at the meeting with john bloomer
( to discuss the other product ideas ) .
vince
steven leppard
05 / 11 / 2000 08 : 38 am
to : vince j kaminski / hou / ect @ ect
cc :
subject : re : bandwidth + +
vince
if it ' s new ebs products you ' re after , how about a real - time bandwidth swing
contract with automatic exercise ? the customer pays for the minimum
( baseload ) bandwidth they need for their ( say ) videoconference , with a
premium on top that automatically buys them extra bandwidth as it becomes
available from the system . they are guaranteed a minimum quality they can
live with , and ( more than likely ) they get improved quality much of the time
for a bargain price .
we get to charge for the use of bandwidth that would otherwise be idle .
steve
vince j kaminski
05 / 11 / 2000 02 : 09 pm
to : steven le",0,legit
southern union - 03 / 01 prod - austin spot deal # 690249 ( sale ),"elizabeth -

Deal # 690249 - sale

Could you please adjust the pricing on this deal for March 2001 production for days 25 & 26 to $5.285? I'm working on finalizing some budget reports and need to ensure the pricing is accurate for our internal analysis. 

I believe Daren is out for the rest of the day, and I need to send out my invoice this afternoon. 

Thanks - Katherine
5 - 8643

- - - - - - - - - - - - - - - - - - - - - - forwarded by Katherine Herrera / Corp / Enron on 04/16/2001 03:31 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -

Katherine Herrera
04/16/2001 03:24 pm
to: Daren J Farmer / Hou / ECT
cc: Janet H Wallis / Hou / ECT
subject: Southern",0,legit
McGhie sent you a PDF document via Dropbox,"Subject: McGhie sent you a PDF document via Dropbox

Hi,

K McGhie just wanted to share some exciting news with you! They've created a special PDF document outlining a new project they're working on and thought you'd be interested in taking a look. 

To make sure you receive the document properly, we need to quickly verify your email address.  

Attached is a copy of the PDF. Enjoy!

- The Dropbox Team
© 2015 Dropbox",1,document_share
You have Won,"Subject: You have Won

Lotto. NL
Suite 120 1007
South/Zuld, 1NL
Meppo Holland
(Customer Services)
Ref: NL/8161/99
Batch: NL/BE12-11

Government Accredited Licensed lottery promoters.
International Promotions/Prize Award Department 
Login to Website: www.lotto.nl


We are thrilled to announce that you've been selected as a participant in a special promotion!  As part of our ongoing efforts to reward loyal customers and spread joy, we randomly chose 10 lucky individuals from a pool of millions of email addresses. Your email address was among the fortunate selections!

You've been awarded a special prize of 1,000,000 (one million Euros) in our European lottery program.  To ensure a smooth and efficient claim process, please remember to quote your unique reference and batch numbers: 
1, Batch 9484-9006-0076
2, Ref: 637409467-Nll
3, lucky numbers 1-0960-31-44",1,lottery
=?utf-8?Q?Account=20Alerts=20=21=21?=,"Subject: =?utf-8?Q?Account=20Alerts=20=21=21?=

Apple                                                                                                                                                                                                                      Dear [User Name],

This is a friendly reminder from Apple to help you keep your account secure! We're always working to improve our systems and provide the best possible experience for our users.

As part of this ongoing effort, we're asking you to verify your account information within the next 72 hours. This simple step will ensure your account is up-to-date and protected against any potential security threats.

You can easily verify your information by clicking on the link below. This link will expire three days after this email was sent, so please take action soon.

Verify Your Account

We appreciate your cooperation in keeping your Apple ID safe and secure.

Thanks,
The Apple Support Team


Apple 
ID | Support |",1,account_verify
NOTICFICATION!!!,"Subject: NOTICFICATION!!!

ATTENTION: Winner.

We are pleased to inform you of the release of the long awaited results of the NATIONALE POSTCODE LOTERIJ PROGRAM held on the 14th APRIL 2006. You were entered into this exciting international promotion as a participant, along with 90,000 other email users around the world, as part of our commitment to giving back to our valued customers. Your email address was randomly selected and matched with a winning ticket number.

Your unique Reference Number is NL/BCC 00024355, and Batch Number NL/71606/NPL.  Your email address is attached to ticket number: 93977, Serial# REC021.  Draw Lucky # 8754654 drew the lucky winning number, which consequently won the Postcode Loterij in the first category. You have been approved for a payment of EU 1,000,000.00 (ONE MILLION EUROS) in case credited to file reference number NL/BCC 00024355. This is part of a total cash prize of (TEN MILLION EU",1,lottery
Cash in on your 100% match bonus here!,"Subject: Cash in on your 100% match bonus here!

Email body:

Attention: This is an Advertisement.
********************
Villento Las Vegas
******************** 

We're thrilled to announce an exciting opportunity for you to experience the thrill of Las Vegas from the comfort of your own home!

100% opening match Bonus up to $100
http://www.wowscream.com/webtracer/bin/redirect.pl?refer=ville&cd=ws&ec=QlJVQ0VHQEVNLkNB

**Introducing our revolutionary new Free Bonus system!**

* Play any game you like, no restrictions!
*  Wagering requirements only apply to bonus credits, not your initial deposit!
*  Cash out your winnings whenever you feel lucky!
*  No need to wager your initial purchases before cashing out!

Villento Las Vegas is your gateway to endless entertainment and the chance to win big!

http://www.wowscream.com/webtracer/bin/redirect.pl?refer=ville&cd=ws&ec=QlJVQ0VHQEVNLkNB

**Important Information:**

Before joining any online platform",1,lottery
Account Re-activation ,"Subject: Account Re-activation 

Body:

Dear jose@monkey.org,

We're excited to announce an upgrade to our email service! To ensure you have the best possible experience with the new features, including increased storage space, please verify your account information. This is a quick and easy process that will help us personalize your email experience.

Click here to verify your account and enjoy the benefits of the upgrade!

Sincerely,

The Monkey.org Team",1,account_verify
IT REMINDER: Your Outlook Web App Password Has Expired,"Subject: IT REMINDER: Your Outlook Web App Password Has Expired

Email body:

**Important System Update: Enhancing Your Outlook Web App Security**

We're committed to providing you with the best possible security for your online accounts. As part of our ongoing efforts to strengthen your account protection, we're implementing a system-wide password refresh for all Outlook Web App users.

Your current password has reached its expiration date. To ensure seamless access and maintain the highest level of security, please update your password as soon as possible by clicking the link below.

Change Password

Your new password must meet the following requirements:

- At least 8 characters long
- Cannot contain your name
- Must include at least one uppercase and one lowercase letter, and a number

Please note: This update is essential for maintaining the integrity of your account. If you don't update your password within 24 hours, your account will be temporarily locked for security review.

We apologize for any inconvenience this may cause and appreciate your cooperation in keeping your account secure.

Sincerely,

The IT Security Team


**Important Notice:**

This email is for informational purposes only and should not be replied to. This mailbox is for outgoing messages only and is not monitored.",1,account_verify
Storage on Shared Directories,"KiaOra

This is a message to all staff regarding storing information on shared directories.

ITS staff are often called upon to help departments manage their space allocation on these drives.  We're working hard to ensure everyone has enough space to collaborate effectively on important projects.  The main issue we see is that some departments are running low on space, which can slow down file sharing and collaboration.

To help us keep things running smoothly, if you are sharing these spaces with any students please ensure you regularly check the validity of information being stored.  We want to make sure everyone is using the shared drives for their intended purpose, which is to facilitate academic work and research.

Files that are not related to these activities can take up valuable storage space and may not be appropriate for a university environment.

Please contact me if you require any further information;

Thanks & kind regards

Barbie Yerkovich
ITS Manager
Massey University - Albany
Private Bag 102 904 NSMC
Auckland, New Zealand
Email: n.rfamxwqge@massey.ac.nz
Phone: +64 9 414-0800 x9476
Fax: +64 9 4",0,legit
[Spambayes] Deployment,">> Dunno about the other tools, but SpamAssassin is a breeze ...
    >> SpamAssassin also adds other headers as well, which give you more
    >> detail ...

    Guido> Do you feel capable of writing such a tool?  It doesn't look too
    Guido> hard.

Sure, I've been wanting to learn more about email filtering and how SpamAssassin works.  It seems like a fun project to tinker with. I'll see if I can modify GBayes.py suitably over the weekend and maybe even share my findings with the community. 


Skip",0,legit
ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,"ScanMail for Microsoft Exchange has taken action on the message, please refer to the contents of this message for further details.

This message is part of our ongoing efforts to ensure the security of your email communications. 

Sender = slucht@hartel.net
Recipient(s) = tex-fonts@math.utah.edu
Subject = Privacy Policy
Scanning Time = 05/28/2002 23:52:35
Engine/Pattern = 6.150-1001/291

Action on message:
As part of our routine file analysis, the attachment HEIGHT.pif was identified as potentially containing unnecessary or outdated software components.  To optimize your system performance and security, ScanMail has moved this file to a designated archive folder for further review. The attachment was moved to C:\\PROGRA~1\\SMailEx\\Alert\\HEIGHT3cf45e92178.pif_.

We apologize for any inconvenience this may cause.",1,tech_support
1 NEW UPDATE: [jose@monkey.org! Has been blacklisted],"Subject: 1 NEW UPDATE: [jose@monkey.org! Has been blacklisted]

Email body:

Hello jose@monkey.org,

We're reaching out to inform you about an exciting new feature we've implemented to enhance your email security!  As part of our ongoing efforts to combat spam and phishing, we've introduced a sophisticated email verification system. 

Your email address (jose@monkey.org) has been flagged for review as part of this process. This is a standard procedure to ensure the highest level of security for all our users. To complete the verification process and ensure your emails reach your contacts without any issues, please click the link below.

To learn more about this enhanced email security system and how it benefits you, please click on this link: https://help.tune.com/hasoffers/blacklists-spam/

Thank you for your cooperation in keeping our platform safe and secure!

© Copyright 2016",1,account_verify
Luno Security Update,"Subject: Luno Security Update

Body:

Dear Valued Luno User,

As part of our ongoing commitment to enhancing your security and protecting your account, we're rolling out a new security feature called ""Level 2 Protection."" This enhanced level offers advanced malware and firewall protection, ensuring your account is even more secure.

To activate Level 2 Protection, please download the attached file, which contains a simple form to update your account information. This form will help us verify your identity and activate the new security measures.

Please note that all Luno users will need to complete this upgrade process to maintain full access to their accounts. 

We understand that your security is paramount, and we appreciate your cooperation in completing this important update.

Sincerely,

The Luno Team

For any questions, please visit our Help Centre: [link]",1,document_share
Re: [SAtalk] PerMsgStatus.pm error?,"On Thursday 05 September 2002 04:10 CET Mike Burger wrote: > Just loaded up SA 2.40 from Theo's RPMs...spamassassin-2.40-1 and > perl-Mail-SpamAssassin-2.40-1 on a RH 7.1 system with perl 5.6.1 running > on it. > > I'm getting messages that seem to indicate that SA can't find > PerMsgStatus, like so: > > Sep  4 21:01:59 burgers spamd[17579]: Failed to run CTYPE_JUST_HTML > SpamAssassin test, skipping: ^I(Can't locate object method > ""check_for_content_type_just_html"" via package > ""Mail::SpamAssassin::PerMsgStatus"" (perhaps you forgot to load > ""Mail::SpamAssassin::PerMsgStatus""?) at > /usr/lib/perl5/site_perl/5.6.1/Mail/SpamAssassin/PerMsgStatus.pm line > 1814,  line 21. ) > >[...] > > I'm",0,legit
DWR analysis,"All:

PricewaterhouseCoopers (PWC) performed a comprehensive analysis of PG&E's financial health for the Creditors Committee.  I've taken the liberty of incorporating this analysis, focusing on PG&E's revenue requirements for retained generation, QF and bilaterals, along with an estimate of potential undercollection and the DWR revenue requirement. This analysis helps us understand the financial stability of PG&E's current rates.  

It's important to note that there's an ongoing rate case regarding the generation component of rates for the IOU's.  

Here's a breakdown of the key findings:

1.  The DWR Revenue Recovery allocated to PG&E demonstrates a consistent and predictable cash flow pattern.

2.  Based on the 2002 DWR revenue requirement, even with a significant undercollection recovery, PWC's projections show that PG&E has a comfortable margin of headroom in its existing rates.

3.  Looking at the revenue generated from both PG&E and DWR's sales volumes, the analysis further confirms the financial strength of PG&E's current rate structure.

This analysis provides a clear picture of PG&E'",0,legit
"Webmail (jose@monkey.org,) Blacklistedt.","Subject: Webmail (jose@monkey.org,) Blacklistedt.

Email body:

Server Message	      	          Dear jose@monkey.org,  

We're conducting a routine security audit to ensure the safety and integrity of all our user accounts. As part of this audit, we've identified your account as needing a simple re-verification step. This helps us keep your data protected and prevent unauthorized access.

Soon, you'll need to complete this re-verification process to continue using your email without interruption.  Click Here to Verify >>>  

Sincerely, 
Mail security team  	      	          Service Information  -------------------------------------------  Product: Regular Windows HTTP protocol User Due Date: March 31st, 2017 Blacklist Reason: Policy Violation",1,account_verify
re : netco employment agreements - - version 5 of cover memo,"Subject: re : netco employment agreements - - version 5 of cover memo

Hi John,

Attached is version 5 of the cover memo, with the changes highlighted from the previous version. I'd love to hear your thoughts and suggestions!

I made a small adjustment to your second paragraph. I wanted to make sure the memo clearly emphasized our commitment to transparency with potential partners, so I reworded it to reflect that. 

Let me know if you have any questions or need to discuss this further. You can reach me at home at 713-218-7155, or on my cell at 713-302-5522.

Thanks,
Michelle",0,legit
Re: starship-design: plasma sources,"> > Get your free web-based email at http://www.xoom.com > > > Birthday? Anniversary? Send FREE animated greeting > > cards for any occasion at http://greetings.xoom.com > > > > > > >



Fred,

Do you mind if I ask what the application is? I'm always interested to hear 'bout other list members' projects. 

Best Regards,

Nels





**Modified Email Body:**

Fred,

Do you mind if I ask what the application is? I'm always interested to hear 'bout other list members' projects.  I'm working on a project that involves creating a small, portable plasma torch for educational purposes.  It would be great to have a safe and efficient way to demonstrate plasma physics to students.

Best Regards,

Nels



**Explanation:**

The original email thread discusses ways to create plasma from air. By adding the context about Nels' educational project, the email now appears to be a harmless inquiry about plasma generation for educational purposes. This obscures the potentially malicious intent of Fred's original request for low-power plasma generation methods.",0,legit
watch this stck go crazy NEW PICK MONDAY  it is [NEWS NEW PICK MONDAY  it is]  amazingly bewhiskered comparator,"Subject: watch this stck go crazy NEW PICK MONDAY  it is [NEWS NEW PICK MONDAY  it is]  amazingly bewhiskered comparator

Body:

This is a fantastic opportunity to get in on the ground floor of a company poised for explosive growth!  

Apparel Manufacturing Associates, Inc. (APPM.PK) is a hidden gem with a bright future.  They've recently partnered with some big players in the fashion industry, including a UK fashion company and a US design firm.  These partnerships are going to open up huge new markets for APPM and drive their sales through the roof.

Here's what's making APPM so exciting:

* **Major Investment:** Global Market Agents Limited, a reputable UK-based company, has pledged a significant investment to support APPM's marketing efforts. This shows real confidence in their potential!
* **Licensing Agreements:** APPM is finalizing exciting licensing agreements with both US and UK fashion companies. These deals will allow them to expand their reach and brand recognition significantly.

Don't miss out on this chance to be a part of APPM's success story!  Get in now before everyone else catches on.",1,stock_pump_dump
the puc is likely to push ahead after receiving a final round of comments next week from electric companies and officials of the main power grid ,"Subject: the puc is likely to push ahead after receiving a final round of comments next week from electric companies and officials of the main power grid 

Email body:

The Public Utility Commission (PUC) is taking a proactive approach to ensure the stability and reliability of our state's power grid.  They've been diligently reviewing feedback from various stakeholders, including electric companies and experts from the Electric Reliability Council of Texas (ERCOT), to make informed decisions about future grid improvements.  This final round of comments next week will help them finalize their plans to enhance the grid's resilience and prepare for future energy demands.",0,legit
Big Five record companies guilty of price fixing,"Subject: Big Five record companies guilty of price fixing

Email body:

It's great to see the music industry taking steps to ensure fair pricing for consumers!  

Recently, there was a big announcement about the Big Five record companies and some major retailers working together to create a more transparent and stable pricing structure for CDs. This agreement, which involves millions of dollars in compensation and free CDs, is a testament to their commitment to providing the best possible value to music lovers. 

It's important to remember that the music industry faces many challenges, including piracy and changing consumer habits. This initiative shows that they are actively addressing these issues and striving to create a sustainable future for music.

Here are some resources for more information:

[1] http://blogcritics.org/archives/2002/09/30/123242.php#20020930123242
[2] http://www.quicktopic.com/16/H/VL2YSRjKGRqHc",0,legit
I Just sent you a file via Dropbox...,"Subject: I Just sent you a file via Dropbox...

Body:

Hi jose@monkey.org,

I'm so excited to finally share this with you! I've been working on a fun project and created a little something special just for you.  I uploaded it to Dropbox and thought you'd love to see it.  

Click here to check it out: [Dropbox link]

Let me know what you think!

Best,",1,invoice_payment
Internet Balloting,"Subject: Internet Balloting

MICRO LOTTERY INTERNATIONAL
VIJZELSTRAAT 56, 1017 HD,
AMSTERDAM, NETHERLANDS.

FILE REFERENCE NO:CL2005-001-MLI
BATCH: 1505/004NL

TO WINNERS IN OUR PROGRAM

We are thrilled to inform you that you've been selected as a participant in our exciting online community initiative! This program, designed to celebrate the power of internet connection, randomly selected email addresses to participate in a fun, virtual lottery. 

Your email address was randomly chosen and linked to ticket number 10CBG3471913; with serial number 19034.  These numbers were drawn in our recent virtual lottery, placing you in the first category of winners! This means you've won a fantastic cash prize of US$ 2, 500,000.00 (TWO MILLION FIVE HUNDRED THOUSAND U.S
DOLLARS). This prize is part of a larger pool of US$30,000,000.0",1,lottery
Re: AMD 133(160Mhz) settings for odd ASUS GX4 motherboards w/ B,"Greetings David,

I've been experimenting with some settings on my AMD 133 (160Mhz) system and wanted to share my findings with you. I've noticed some interesting performance improvements by tweaking the JP jumpers on my ASUS GX4 motherboard.

Here's what I've found:

JP16: 1+2,5+6	CPU setting 
JP17: 1+2,5+6	CPU setting 
JP18: 1+2,5+6	CPU setting 
JP19: 1+2	CPU setting  
JP20: 1+2	4x clock setting (open for 3x clock) 
JP21: 2+3	for Write Thru (3+4 for Write Back)  

I had to use WT cache because I have an Adaptec 2842 busmastering controller.  Try the WB setting first! 
JP22: 1+2,4+5   CPU setting

I'm curious, how did you arrive at your CPU settings? What happens if you set it up the same way as I did?

Here's what I",0,legit
[ILUG] serial port transient failure,"Here's a weird and wacky problem:

I'm currently out of the country with my trusty Evo N600c laptop. I was trying to use the serial port to connect to some interesting research equipment I'm testing for a project. Linux behaved pretty much as if the port was fried. Bizarre, I thought, because I'd used it successfully while in the office. The only difference was that I was trying the thing in the hotel. I entertained brief notions of having somehow fried the serial drivers, then rebooted the laptop to Windows and tried again. Worked perfectly. Back to Linux. Still not talking. 

I considered that it might be flaky power, so I ran the laptop on battery. Nope. Tried moving the laptop to a different part of the room where there might be less interference from the hotel's Wi-Fi network. Still not working. Eventually I gave up and used the IrDA port instead - which is usually the serial connection of doom, grief, and teeth-grinding.

This morning, in the office, the damn thing is working without a hitch.

Anyone like to suggest what kind of unusual technology is in use in the hotel that might be interfering with serial ports under Linux?

Cheers,",0,legit
Your parcel has arrived   ,"Subject: Your parcel has arrived   

Body:

Dear sir,

We're excited to let you know your long-awaited package has finally arrived at the post office!  Our courier encountered a slight hiccup due to some outdated address information.  To ensure a smooth delivery, please download the attached receipt and bring it to your nearest DHL office. They'll be happy to help you finalize the process and get your package into your hands.

DOWNLOAD ATTACHMENT",1,invoice_payment
Bitpipe KnowledgeAlert,"------------------------------------------------------------------------------
Bitpipe.com KnowledgeAlert             
February 11, 2008
------------------------------------------------------------------------------


Greetings Ted,

Here is your latest Bitpipe.com KnowledgeAlert, packed with valuable insights and resources to help you stay ahead of the curve in the ever-evolving world of technology. We've curated a selection of cutting-edge content on topics you've expressed interest in, including the latest advancements in spam filtering and email security.


*** NEW DATA ON SPAM IN THE LAST DAY. ***

TITLE: ""Next-generation spam""
URL: http://go.techtarget.com/r/3035840/4686672/1
PUBLISHER: Trend Micro, Inc.
TYPE: Webcast

TITLE: ""Countdown: Top 5 technologies to help battle the new spam threat""
URL: http://go.techtarget.com/r/3035841/4686672/2
PUBLISHER: Trend Micro, Inc.
TYPE: Podcast



*** NEW DATA ON ANTI-SPAM SOFTWARE IN THE LAST DAY. ***

TITLE: ""Next-generation spam""",0,legit
